GEOID,pop_50plus
250138006002,139.0
250138006003,72.0
250138007001,409.0
250138007002,451.0
250138008001,411.0
250138008002,120.0
250138009001,507.0
250138009002,587.0
250138009003,122.0
250138011011,547.0
250138011021,190.0
250138011022,66.0
250138012001,150.0
250138012002,329.0
250138012003,74.0
250138013001,403.0
250138013002,135.0
250138013003,703.0
250138013004,197.0
250138014011,245.0
250138014012,362.0
250138014021,186.0
250138014022,619.0
250138015011,714.0
250138015012,244.0
250138015013,474.0
250138015014,201.0
250138015021,385.0
250138015022,117.0
250138015023,364.0
250138015031,208.0
250138015032,688.0
250138015033,329.0
250138016011,618.0
250138016012,147.0
250138016013,372.0
250138016014,329.0
250138016021,671.0
250138016022,135.0
250138016023,473.0
250138016031,495.0
250138016032,718.0
250138016041,914.0
250138016042,431.0
250138016051,611.0
250138016052,354.0
250138016053,336.0
250138017001,282.0
250138017002,200.0
250138017003,47.0
250138017004,92.0
250138017005,87.0
250138017006,444.0
250138018001,129.0
250138018002,145.0
250138018003,147.0
250138018004,55.0
250138018005,161.0
250138019011,181.0
250138019012,496.0
250138019021,453.0
250138019022,312.0
250138019023,237.0
250138020001,170.0
250138020002,352.0
250138020003,79.0
250138021011,472.0
250138021012,283.0
250138021013,155.0
250138021014,256.0
250138021015,369.0
250138021016,330.0
250138022001,246.0
250138022002,438.0
250138022003,166.0
250138023001,47.0
250138023002,551.0
250138023003,388.0
250138023004,39.0
250138023005,69.0
250138024001,488.0
250138024002,117.0
250138024003,474.0
250138024004,295.0
250138025001,307.0
250138025002,271.0
250138025003,229.0
250138025004,304.0
250138025005,493.0
250138025006,388.0
250138026011,88.0
250138026012,201.0
250138026013,401.0
250138026014,259.0
250138026015,317.0
250138026016,290.0
250138026021,582.0
250138101001,1081.0
250138101002,354.0
250138101003,1073.0
250138101004,563.0
250138102001,139.0
250138102002,377.0
250138102003,281.0
250138103001,523.0
250138103002,718.0
250138104031,552.0
250138104032,449.0
250138104033,308.0
250138104041,1321.0
250138104121,1213.0
250138104122,832.0
250138104123,613.0
250138104141,449.0
250138104142,689.0
250138104143,1208.0
250138106011,175.0
250138106012,1096.0
250138106013,567.0
250138106021,1524.0
250138107001,599.0
250138107002,169.0
250138107003,554.0
250138107004,237.0
250138107005,573.0
250138108001,520.0
250138108002,375.0
250138108003,272.0
250138109011,274.0
250138109012,210.0
250138109021,471.0
